,Symb,Exch,Y_symb,G_symb,G_URL,Y_URL
3964,T4Q,LSE,T4Q.L,LON:T4Q,https://www.google.com/finance?q=LON:T4Q,"http://finance.yahoo.com/echarts?s=T4Q.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3965,T52,LSE,T52.L,LON:T52,https://www.google.com/finance?q=LON:T52,"http://finance.yahoo.com/echarts?s=T52.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3966,T58,LSE,T58.L,LON:T58,https://www.google.com/finance?q=LON:T58,"http://finance.yahoo.com/echarts?s=T58.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3967,T62,LSE,T62.L,LON:T62,https://www.google.com/finance?q=LON:T62,"http://finance.yahoo.com/echarts?s=T62.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3968,T68,LSE,T68.L,LON:T68,https://www.google.com/finance?q=LON:T68,"http://finance.yahoo.com/echarts?s=T68.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3969,TA10,LSE,TA10.L,LON:TA10,https://www.google.com/finance?q=LON:TA10,"http://finance.yahoo.com/echarts?s=TA10.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3970,TACDXUSR,LSE,TACDXUSR.L,LON:TACDXUSR,https://www.google.com/finance?q=LON:TACDXUSR,"http://finance.yahoo.com/echarts?s=TACDXUSR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3971,TAIH,LSE,TAIH.L,LON:TAIH,https://www.google.com/finance?q=LON:TAIH,"http://finance.yahoo.com/echarts?s=TAIH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3972,TAL,LSE,TAL.L,LON:TAL,https://www.google.com/finance?q=LON:TAL,"http://finance.yahoo.com/echarts?s=TAL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3973,TALK,LSE,TALK.L,LON:TALK,https://www.google.com/finance?q=LON:TALK,"http://finance.yahoo.com/echarts?s=TALK.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3974,TAN,LSE,TAN.L,LON:TAN,https://www.google.com/finance?q=LON:TAN,"http://finance.yahoo.com/echarts?s=TAN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3975,TAP,LSE,TAP.L,LON:TAP,https://www.google.com/finance?q=LON:TAP,"http://finance.yahoo.com/echarts?s=TAP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3976,TASE,LSE,TASE.L,LON:TASE,https://www.google.com/finance?q=LON:TASE,"http://finance.yahoo.com/echarts?s=TASE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3977,TAST,LSE,TAST.L,LON:TAST,https://www.google.com/finance?q=LON:TAST,"http://finance.yahoo.com/echarts?s=TAST.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3978,TASX,LSE,TASX.L,LON:TASX,https://www.google.com/finance?q=LON:TASX,"http://finance.yahoo.com/echarts?s=TASX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3979,TATE,LSE,TATE.L,LON:TATE,https://www.google.com/finance?q=LON:TATE,"http://finance.yahoo.com/echarts?s=TATE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3980,TAU,LSE,TAU.L,LON:TAU,https://www.google.com/finance?q=LON:TAU,"http://finance.yahoo.com/echarts?s=TAU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3981,TAVI,LSE,TAVI.L,LON:TAVI,https://www.google.com/finance?q=LON:TAVI,"http://finance.yahoo.com/echarts?s=TAVI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3982,TBCB,LSE,TBCB.L,LON:TBCB,https://www.google.com/finance?q=LON:TBCB,"http://finance.yahoo.com/echarts?s=TBCB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3983,TBGR,LSE,TBGR.L,LON:TBGR,https://www.google.com/finance?q=LON:TBGR,"http://finance.yahoo.com/echarts?s=TBGR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3984,TCA,LSE,TCA.L,LON:TCA,https://www.google.com/finance?q=LON:TCA,"http://finance.yahoo.com/echarts?s=TCA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3985,TCF,LSE,TCF.L,LON:TCF,https://www.google.com/finance?q=LON:TCF,"http://finance.yahoo.com/echarts?s=TCF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3986,TCG,LSE,TCG.L,LON:TCG,https://www.google.com/finance?q=LON:TCG,"http://finance.yahoo.com/echarts?s=TCG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3987,TCM,LSE,TCM.L,LON:TCM,https://www.google.com/finance?q=LON:TCM,"http://finance.yahoo.com/echarts?s=TCM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3988,TCN,LSE,TCN.L,LON:TCN,https://www.google.com/finance?q=LON:TCN,"http://finance.yahoo.com/echarts?s=TCN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3989,TCS,LSE,TCS.L,LON:TCS,https://www.google.com/finance?q=LON:TCS,"http://finance.yahoo.com/echarts?s=TCS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3990,TDE,LSE,TDE.L,LON:TDE,https://www.google.com/finance?q=LON:TDE,"http://finance.yahoo.com/echarts?s=TDE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3991,TE10,LSE,TE10.L,LON:TE10,https://www.google.com/finance?q=LON:TE10,"http://finance.yahoo.com/echarts?s=TE10.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3992,TE18,LSE,TE18.L,LON:TE18,https://www.google.com/finance?q=LON:TE18,"http://finance.yahoo.com/echarts?s=TE18.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3993,TECH,LSE,TECH.L,LON:TECH,https://www.google.com/finance?q=LON:TECH,"http://finance.yahoo.com/echarts?s=TECH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3994,TED,LSE,TED.L,LON:TED,https://www.google.com/finance?q=LON:TED,"http://finance.yahoo.com/echarts?s=TED.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3995,TEEG,LSE,TEEG.L,LON:TEEG,https://www.google.com/finance?q=LON:TEEG,"http://finance.yahoo.com/echarts?s=TEEG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3996,TEF,LSE,TEF.L,LON:TEF,https://www.google.com/finance?q=LON:TEF,"http://finance.yahoo.com/echarts?s=TEF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3997,TEK,LSE,TEK.L,LON:TEK,https://www.google.com/finance?q=LON:TEK,"http://finance.yahoo.com/echarts?s=TEK.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3998,TELG,LSE,TELG.L,LON:TELG,https://www.google.com/finance?q=LON:TELG,"http://finance.yahoo.com/echarts?s=TELG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3999,TELW,LSE,TELW.L,LON:TELW,https://www.google.com/finance?q=LON:TELW,"http://finance.yahoo.com/echarts?s=TELW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4000,TEM,LSE,TEM.L,LON:TEM,https://www.google.com/finance?q=LON:TEM,"http://finance.yahoo.com/echarts?s=TEM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4001,TEN,LSE,TEN.L,LON:TEN,https://www.google.com/finance?q=LON:TEN,"http://finance.yahoo.com/echarts?s=TEN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4002,TEP,LSE,TEP.L,LON:TEP,https://www.google.com/finance?q=LON:TEP,"http://finance.yahoo.com/echarts?s=TEP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4003,TERN,LSE,TERN.L,LON:TERN,https://www.google.com/finance?q=LON:TERN,"http://finance.yahoo.com/echarts?s=TERN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4004,TET,LSE,TET.L,LON:TET,https://www.google.com/finance?q=LON:TET,"http://finance.yahoo.com/echarts?s=TET.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4005,TFG,LSE,TFG.L,LON:TFG,https://www.google.com/finance?q=LON:TFG,"http://finance.yahoo.com/echarts?s=TFG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4006,TFIF,LSE,TFIF.L,LON:TFIF,https://www.google.com/finance?q=LON:TFIF,"http://finance.yahoo.com/echarts?s=TFIF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4007,TFQEACR,LSE,TFQEACR.L,LON:TFQEACR,https://www.google.com/finance?q=LON:TFQEACR,"http://finance.yahoo.com/echarts?s=TFQEACR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4008,TFW,LSE,TFW.L,LON:TFW,https://www.google.com/finance?q=LON:TFW,"http://finance.yahoo.com/echarts?s=TFW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4009,TG17,LSE,TG17.L,LON:TG17,https://www.google.com/finance?q=LON:TG17,"http://finance.yahoo.com/echarts?s=TG17.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4010,TG19,LSE,TG19.L,LON:TG19,https://www.google.com/finance?q=LON:TG19,"http://finance.yahoo.com/echarts?s=TG19.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4011,TG21,LSE,TG21.L,LON:TG21,https://www.google.com/finance?q=LON:TG21,"http://finance.yahoo.com/echarts?s=TG21.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4012,TG22,LSE,TG22.L,LON:TG22,https://www.google.com/finance?q=LON:TG22,"http://finance.yahoo.com/echarts?s=TG22.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4013,TG44,LSE,TG44.L,LON:TG44,https://www.google.com/finance?q=LON:TG44,"http://finance.yahoo.com/echarts?s=TG44.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4014,TG52,LSE,TG52.L,LON:TG52,https://www.google.com/finance?q=LON:TG52,"http://finance.yahoo.com/echarts?s=TG52.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4015,TGBL,LSE,TGBL.L,LON:TGBL,https://www.google.com/finance?q=LON:TGBL,"http://finance.yahoo.com/echarts?s=TGBL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4016,THAL,LSE,THAL.L,LON:THAL,https://www.google.com/finance?q=LON:THAL,"http://finance.yahoo.com/echarts?s=THAL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4017,THR,LSE,THR.L,LON:THR,https://www.google.com/finance?q=LON:THR,"http://finance.yahoo.com/echarts?s=THR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4018,THRG,LSE,THRG.L,LON:THRG,https://www.google.com/finance?q=LON:THRG,"http://finance.yahoo.com/echarts?s=THRG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4019,THRL,LSE,THRL.L,LON:THRL,https://www.google.com/finance?q=LON:THRL,"http://finance.yahoo.com/echarts?s=THRL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4020,TIDE,LSE,TIDE.L,LON:TIDE,https://www.google.com/finance?q=LON:TIDE,"http://finance.yahoo.com/echarts?s=TIDE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4021,TIGT,LSE,TIGT.L,LON:TIGT,https://www.google.com/finance?q=LON:TIGT,"http://finance.yahoo.com/echarts?s=TIGT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4022,TILS,LSE,TILS.L,LON:TILS,https://www.google.com/finance?q=LON:TILS,"http://finance.yahoo.com/echarts?s=TILS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4023,TINM,LSE,TINM.L,LON:TINM,https://www.google.com/finance?q=LON:TINM,"http://finance.yahoo.com/echarts?s=TINM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4024,TIPS,LSE,TIPS.L,LON:TIPS,https://www.google.com/finance?q=LON:TIPS,"http://finance.yahoo.com/echarts?s=TIPS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4025,TIR,LSE,TIR.L,LON:TIR,https://www.google.com/finance?q=LON:TIR,"http://finance.yahoo.com/echarts?s=TIR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4026,TJI,LSE,TJI.L,LON:TJI,https://www.google.com/finance?q=LON:TJI,"http://finance.yahoo.com/echarts?s=TJI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4027,TLA,LSE,TLA.L,LON:TLA,https://www.google.com/finance?q=LON:TLA,"http://finance.yahoo.com/echarts?s=TLA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4028,TLI,LSE,TLI.L,LON:TLI,https://www.google.com/finance?q=LON:TLI,"http://finance.yahoo.com/echarts?s=TLI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4029,TLOU,LSE,TLOU.L,LON:TLOU,https://www.google.com/finance?q=LON:TLOU,"http://finance.yahoo.com/echarts?s=TLOU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4030,TLPR,LSE,TLPR.L,LON:TLPR,https://www.google.com/finance?q=LON:TLPR,"http://finance.yahoo.com/echarts?s=TLPR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4031,TLW,LSE,TLW.L,LON:TLW,https://www.google.com/finance?q=LON:TLW,"http://finance.yahoo.com/echarts?s=TLW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4032,TLY,LSE,TLY.L,LON:TLY,https://www.google.com/finance?q=LON:TLY,"http://finance.yahoo.com/echarts?s=TLY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4033,TMKS,LSE,TMKS.L,LON:TMKS,https://www.google.com/finance?q=LON:TMKS,"http://finance.yahoo.com/echarts?s=TMKS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4034,TMMG,LSE,TMMG.L,LON:TMMG,https://www.google.com/finance?q=LON:TMMG,"http://finance.yahoo.com/echarts?s=TMMG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4035,TMPL,LSE,TMPL.L,LON:TMPL,https://www.google.com/finance?q=LON:TMPL,"http://finance.yahoo.com/echarts?s=TMPL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4036,TMS1,LSE,TMS1.L,LON:TMS1,https://www.google.com/finance?q=LON:TMS1,"http://finance.yahoo.com/echarts?s=TMS1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4037,TMZ,LSE,TMZ.L,LON:TMZ,https://www.google.com/finance?q=LON:TMZ,"http://finance.yahoo.com/echarts?s=TMZ.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4038,TND,LSE,TND.L,LON:TND,https://www.google.com/finance?q=LON:TND,"http://finance.yahoo.com/echarts?s=TND.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4039,TNI,LSE,TNI.L,LON:TNI,https://www.google.com/finance?q=LON:TNI,"http://finance.yahoo.com/echarts?s=TNI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4040,TNOG,LSE,TNOG.L,LON:TNOG,https://www.google.com/finance?q=LON:TNOG,"http://finance.yahoo.com/echarts?s=TNOG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4041,TNOW,LSE,TNOW.L,LON:TNOW,https://www.google.com/finance?q=LON:TNOW,"http://finance.yahoo.com/echarts?s=TNOW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4042,TOC1,LSE,TOC1.L,LON:TOC1,https://www.google.com/finance?q=LON:TOC1,"http://finance.yahoo.com/echarts?s=TOC1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4043,TOM,LSE,TOM.L,LON:TOM,https://www.google.com/finance?q=LON:TOM,"http://finance.yahoo.com/echarts?s=TOM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4044,TON,LSE,TON.L,LON:TON,https://www.google.com/finance?q=LON:TON,"http://finance.yahoo.com/echarts?s=TON.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4045,TOOP,LSE,TOOP.L,LON:TOOP,https://www.google.com/finance?q=LON:TOOP,"http://finance.yahoo.com/echarts?s=TOOP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4046,TORO,LSE,TORO.L,LON:TORO,https://www.google.com/finance?q=LON:TORO,"http://finance.yahoo.com/echarts?s=TORO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4047,TOT,LSE,TOT.L,LON:TOT,https://www.google.com/finance?q=LON:TOT,"http://finance.yahoo.com/echarts?s=TOT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4048,TOWN,LSE,TOWN.L,LON:TOWN,https://www.google.com/finance?q=LON:TOWN,"http://finance.yahoo.com/echarts?s=TOWN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4049,TPF,LSE,TPF.L,LON:TPF,https://www.google.com/finance?q=LON:TPF,"http://finance.yahoo.com/echarts?s=TPF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4050,TPFZ,LSE,TPFZ.L,LON:TPFZ,https://www.google.com/finance?q=LON:TPFZ,"http://finance.yahoo.com/echarts?s=TPFZ.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4051,TPG,LSE,TPG.L,LON:TPG,https://www.google.com/finance?q=LON:TPG,"http://finance.yahoo.com/echarts?s=TPG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4052,TPHU,LSE,TPHU.L,LON:TPHU,https://www.google.com/finance?q=LON:TPHU,"http://finance.yahoo.com/echarts?s=TPHU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4053,TPK,LSE,TPK.L,LON:TPK,https://www.google.com/finance?q=LON:TPK,"http://finance.yahoo.com/echarts?s=TPK.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4054,TPL,LSE,TPL.L,LON:TPL,https://www.google.com/finance?q=LON:TPL,"http://finance.yahoo.com/echarts?s=TPL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4055,TPOG,LSE,TPOG.L,LON:TPOG,https://www.google.com/finance?q=LON:TPOG,"http://finance.yahoo.com/echarts?s=TPOG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4056,TPOP,LSE,TPOP.L,LON:TPOP,https://www.google.com/finance?q=LON:TPOP,"http://finance.yahoo.com/echarts?s=TPOP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4057,TPOU,LSE,TPOU.L,LON:TPOU,https://www.google.com/finance?q=LON:TPOU,"http://finance.yahoo.com/echarts?s=TPOU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4058,TPR1,LSE,TPR1.L,LON:TPR1,https://www.google.com/finance?q=LON:TPR1,"http://finance.yahoo.com/echarts?s=TPR1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4059,TPS,LSE,TPS.L,LON:TPS,https://www.google.com/finance?q=LON:TPS,"http://finance.yahoo.com/echarts?s=TPS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4060,TPT,LSE,TPT.L,LON:TPT,https://www.google.com/finance?q=LON:TPT,"http://finance.yahoo.com/echarts?s=TPT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4061,TR16,LSE,TR16.L,LON:TR16,https://www.google.com/finance?q=LON:TR16,"http://finance.yahoo.com/echarts?s=TR16.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4062,TR17,LSE,TR17.L,LON:TR17,https://www.google.com/finance?q=LON:TR17,"http://finance.yahoo.com/echarts?s=TR17.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4063,TR18,LSE,TR18.L,LON:TR18,https://www.google.com/finance?q=LON:TR18,"http://finance.yahoo.com/echarts?s=TR18.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4064,TR19,LSE,TR19.L,LON:TR19,https://www.google.com/finance?q=LON:TR19,"http://finance.yahoo.com/echarts?s=TR19.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4065,TR1T,LSE,TR1T.L,LON:TR1T,https://www.google.com/finance?q=LON:TR1T,"http://finance.yahoo.com/echarts?s=TR1T.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4066,TR20,LSE,TR20.L,LON:TR20,https://www.google.com/finance?q=LON:TR20,"http://finance.yahoo.com/echarts?s=TR20.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4067,TR21,LSE,TR21.L,LON:TR21,https://www.google.com/finance?q=LON:TR21,"http://finance.yahoo.com/echarts?s=TR21.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4068,TR22,LSE,TR22.L,LON:TR22,https://www.google.com/finance?q=LON:TR22,"http://finance.yahoo.com/echarts?s=TR22.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4069,TR24,LSE,TR24.L,LON:TR24,https://www.google.com/finance?q=LON:TR24,"http://finance.yahoo.com/echarts?s=TR24.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4070,TR25,LSE,TR25.L,LON:TR25,https://www.google.com/finance?q=LON:TR25,"http://finance.yahoo.com/echarts?s=TR25.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4071,TR26,LSE,TR26.L,LON:TR26,https://www.google.com/finance?q=LON:TR26,"http://finance.yahoo.com/echarts?s=TR26.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4072,TR27,LSE,TR27.L,LON:TR27,https://www.google.com/finance?q=LON:TR27,"http://finance.yahoo.com/echarts?s=TR27.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4073,TR28,LSE,TR28.L,LON:TR28,https://www.google.com/finance?q=LON:TR28,"http://finance.yahoo.com/echarts?s=TR28.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4074,TR30,LSE,TR30.L,LON:TR30,https://www.google.com/finance?q=LON:TR30,"http://finance.yahoo.com/echarts?s=TR30.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4075,TR32,LSE,TR32.L,LON:TR32,https://www.google.com/finance?q=LON:TR32,"http://finance.yahoo.com/echarts?s=TR32.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4076,TR34,LSE,TR34.L,LON:TR34,https://www.google.com/finance?q=LON:TR34,"http://finance.yahoo.com/echarts?s=TR34.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4077,TR37,LSE,TR37.L,LON:TR37,https://www.google.com/finance?q=LON:TR37,"http://finance.yahoo.com/echarts?s=TR37.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4078,TR38,LSE,TR38.L,LON:TR38,https://www.google.com/finance?q=LON:TR38,"http://finance.yahoo.com/echarts?s=TR38.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4079,TR40,LSE,TR40.L,LON:TR40,https://www.google.com/finance?q=LON:TR40,"http://finance.yahoo.com/echarts?s=TR40.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4080,TR46,LSE,TR46.L,LON:TR46,https://www.google.com/finance?q=LON:TR46,"http://finance.yahoo.com/echarts?s=TR46.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4081,TR4Q,LSE,TR4Q.L,LON:TR4Q,https://www.google.com/finance?q=LON:TR4Q,"http://finance.yahoo.com/echarts?s=TR4Q.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4082,TR50,LSE,TR50.L,LON:TR50,https://www.google.com/finance?q=LON:TR50,"http://finance.yahoo.com/echarts?s=TR50.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
4083,TR60,LSE,TR60.L,LON:TR60,https://www.google.com/finance?q=LON:TR60,"http://finance.yahoo.com/echarts?s=TR60.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
